#,Keyword,Country,Difficulty,Volume,CPC,Clicks,CPS,Return Rate,Parent Keyword,Last Update,SERP Features,Global volume
6590,pepsi address,us,8,30,,,,,pepsico headquarters address,2020-10-04 04:00:04,People also ask,60
6591,apartments league city texas,us,2,30,1.4,,,,apartments league city,2020-10-14 00:30:16,,30
6592,certificate of perfect attendance,us,10,30,0.8,,,,perfect attendance certificate,2020-09-29 14:19:30,Image pack,300
6593,wooden stair stringers,us,3,30,0.9,,,,6 step stringer,2020-09-24 20:59:12,"Shopping results,Thumbnails,Top stories,Image pack",70
6594,bobby j thomas,us,0,30,,,,,bobby j thomas,2020-10-16 13:52:36,Image pack,30
6595,pajama shorts victoria's secret,us,0,30,0.45,,,,victoria secret pajama shorts,2020-10-14 23:29:07,"Adwords top,Sitelinks,Image pack",30
6596,college in naples florida,us,59,30,18,,,,fsw collier,2020-10-08 05:23:05,"Adwords top,People also ask,Adwords bottom",40
6597,how do you spell item,us,17,30,,,,,how do you spell items,2020-10-20 07:16:01,Knowledge card,30
6598,sun moves around the earth,us,55,30,,,,,how fast is the sun moving,2020-10-04 09:28:35,"Featured snippet,Thumbnails,People also ask,Top stories",80
6599,cat vs coyote,us,3,30,,,,,coyote vs cat,2020-10-13 03:57:18,"People also ask,Image pack",40
6600,airline parking dtw,us,57,30,0.6,,,,airlines parking,2020-10-13 17:52:10,"Sitelinks,Top stories,Thumbnails",40
6601,modern freestanding fireplaces,us,14,30,0.7,,,,modern freestanding fireplace,2020-10-04 13:56:10,Image pack,50
6602,crosswords in spanish,us,3,30,,,,,spanish crossword puzzle,2020-10-17 06:29:09,"Knowledge card,Sitelinks,Image pack",40
6603,eastside auto mn,us,3,30,0.45,,,,east side auto,2020-10-16 23:15:51,Sitelinks,40
6604,adventure medic,us,10,30,,,,,adventure medics,2020-10-17 00:30:45,Sitelinks,150
6605,google map by address,us,60,30,0.6,,,,find address on map,2020-10-09 05:28:02,"Top stories,Thumbnails,Image pack",70
6606,nike flat bill hat,us,0,30,0.7,,,,nike hats,2020-09-25 00:01:26,Image pack,30
6607,non alcoholic fun drinks,us,42,30,0.7,,,,non alcoholic drinks,2020-10-19 22:29:54,"Top stories,Thumbnails,Sitelinks,People also ask,Image pack",50
6608,funny bio for facebook,us,8,30,0,,,,funny facebook bios,2020-10-13 23:52:22,"Image pack,People also ask",300
6609,sagittarius next week horoscope,us,14,30,0.3,,,,sagittarius weekly horoscope,2020-10-10 00:35:37,"Top stories,Thumbnails",150
6610,golf stores chicago,us,4,30,,,,,golf shop chicago,2020-09-24 05:24:57,,40
6611,does iphone 11 have fingerprint,us,33,30,,,,,iphone 11 fingerprint,2020-09-23 14:40:57,"Featured snippet,Thumbnails,People also ask,Top stories,Adwords bottom",30
6612,banks technologies,us,2,30,,,,,banks technologies,2020-10-05 06:39:17,,30
6613,uncle ed coupons,us,14,30,1.2,,,,uncle ed's coupons,2020-10-20 01:04:05,Sitelinks,30
6614,elizabeth warren wardrobe,us,9,30,,,,,elizabeth warren clothes,2020-10-16 13:06:59,"Image pack,Adwords bottom",30
6615,brighton vs wolves,us,9,30,,,,,brighton vs wolves,2020-10-11 20:40:10,Image pack,2200
6616,water bottle photo,us,3,30,1.9,,,,personalized water bottles,2020-09-22 15:01:18,"Image pack,Top stories,Thumbnails",100
6617,google translate with accents,us,88,30,0,,,,google translate,2020-10-17 06:31:39,"Sitelinks,People also ask",40
6618,laser technician schools,us,3,30,3.5,,,,laser technician school,2020-10-08 02:57:08,"Adwords top,People also ask",30
6619,nissan floor mats rogue,us,0,30,2.5,,,,nissan rogue floor mats,2020-10-14 06:33:18,"Top stories,Thumbnails,Image pack",30
6620,zip code for stafford texas,us,1,30,,,,,stafford tx zip codes,2020-10-01 20:20:55,People also ask,30
6621,how to use tomatillo,us,11,30,,,,,tomatillo recipes,2020-10-13 12:32:30,"Featured snippet,Thumbnails,People also ask,Top stories,Image pack",40
6622,place to stay london,us,12,30,4.5,,,,where to stay in london,2020-10-08 09:27:34,"People also ask,Top stories,Thumbnails,Adwords bottom",40
6623,peyton manning net worth 2020,us,10,30,,,,,peyton manning net worth,2020-10-17 12:22:03,"Featured snippet,People also ask,Sitelinks",30
6624,mens purple wedding band,us,0,30,,,,,purple wedding band,2020-10-16 19:23:23,Image pack,30
6625,diffusion molecules,us,13,30,0,,,,molecular diffusion,2020-10-05 17:07:42,"Featured snippet,Thumbnails,People also ask,Top stories",60
6626,pro-choice articles,us,24,30,,,,,pro choice,2020-10-20 07:09:25,,40
6627,insulated carafes,us,3,30,1.9,,,,thermal carafe,2020-09-26 10:35:13,"Shopping results,Thumbnails,Adwords top,Top stories,Adwords bottom",50
6628,boys to menorah,us,7,30,,,,,boys to menorah,2020-10-20 14:40:15,"Featured snippet,Thumbnails",30
6629,united rental charlotte nc,us,7,30,0.6,,,,equipment rental charlotte nc,2020-10-18 18:44:54,Adwords top,30
6630,skyline cleaning,us,0,30,1.8,,,,skyline services,2020-10-20 07:50:19,"Sitelinks,Image pack",40
6631,deer village,us,3,30,0,,,,deer village,2020-09-20 20:47:06,Image pack,50
6632,roman markets,us,4,30,,,,,romans market,2020-09-27 22:24:26,"Featured snippet,People also ask,Top stories,Thumbnails,Image pack",100
6633,gymnastics dance,us,17,30,,,,,gymnastic dance moves,2020-10-17 08:06:19,"People also ask,Image pack",200
6634,books by stephanie laurens,us,4,30,0.45,,,,stephanie laurens,2020-10-19 14:48:35,Sitelinks,40
6635,healthy yoga,us,86,30,,,,,benefits of yoga,2020-10-16 18:41:25,Image pack,100
6636,word cap,us,16,30,0.6,,,,cap,2020-09-23 13:31:03,"Featured snippet,People also ask,Top stories,Thumbnails,Image pack",150
6637,midi pickup guitar,us,3,30,1.2,,,,midi guitar pickups,2020-10-09 04:32:56,"Shopping results,Thumbnails,Top stories,Image pack",60
6638,pet feeding supplies,us,5,30,2.5,,,,feeders supply,2020-09-20 16:08:24,"Shopping results,Thumbnails,People also ask",40
6639,photographer kauai,us,4,30,6,,,,photographers in kauai,2020-10-20 10:25:30,"Sitelinks,Adwords bottom",40
6640,meme screams,us,2,30,,,,,wizard meme,2020-10-14 13:46:35,Image pack,40
6641,womens cookie monster costume,us,0,30,0.4,,,,women's cookie monster costume,2020-09-29 16:41:47,"Shopping results,Thumbnails,Image pack,Top stories",30
6642,luxury maui hotels,us,5,30,9,,,,luxury hotels maui,2020-10-12 23:49:28,"Top stories,Thumbnails,Image pack",60
6643,homes for sale south holland il,us,2,30,,,,,houses for sale in south holland il,2020-10-07 13:06:46,Image pack,30
6644,rental homes in livermore ca,us,6,30,0.5,,,,livermore rentals,2020-09-28 06:03:17,Image pack,50
6645,give me the game,us,74,30,1,,,,games,2020-10-16 20:26:33,People also ask,250
6646,coil electric range,us,3,30,2.5,,,,electric coil stove,2020-10-13 20:07:30,"Adwords top,People also ask,Top stories,Thumbnails,Image pack",40
6647,melbourne parks,us,6,30,,,,,parks in melbourne fl,2020-10-11 14:26:05,"Top stories,Thumbnails,Image pack",300
6648,land for sale in kerrville texas,us,2,30,0.7,,,,land for sale kerrville tx,2020-09-24 01:33:58,"Top stories,Thumbnails,Image pack",30
6649,rolling stones lyrics sympathy for the devil,us,16,30,0,,,,sympathy for the devil,2020-10-13 00:49:33,"People also ask,Top stories,Thumbnails",60
6650,chuck e cheese poster,us,0,30,,,,,chuck e cheese posters,2020-09-23 02:37:30,"Image pack,Top stories,Thumbnails",30
6651,yu gi oh vs pokemon,us,1,30,,,,,yugioh vs pokemon,2020-09-24 09:28:01,"People also ask,Image pack",60
6652,meaning of cello,us,15,30,0,,,,cello,2020-10-13 22:54:55,"Knowledge card,People also ask,Top stories,Thumbnails",150
6653,custom rv mattresses,us,15,30,3,,,,custom rv mattress,2020-09-26 08:12:18,"Top stories,Thumbnails",50
6654,november 1 2011,us,1,30,,,,,november 1 2011,2020-10-10 17:58:40,"People also ask,Image pack",30
6655,eyes ears nose and throat doctor,us,22,30,,,,,ceenta,2020-10-04 09:22:01,"Featured snippet,People also ask",60
6656,polo fur boots,us,1,30,0.7,,,,polo boots with fur,2020-09-24 23:23:25,"Shopping results,Thumbnails,Image pack",30
6657,best smith machines,us,6,30,0.9,,,,best smith machine,2020-10-19 08:40:21,"Sitelinks,Image pack",40
6658,theatres in little rock,us,21,30,,,,,movies little rock,2020-09-20 12:46:48,"Top stories,Thumbnails,Image pack",30
6659,adventures for couples,us,30,30,1.9,,,,date ideas for couples,2020-10-19 06:31:50,"Featured snippet,Sitelinks,People also ask,Image pack",60
6660,pumpkin sugar cookies pillsbury,us,5,30,0.5,,,,pillsbury halloween cookies,2020-10-05 14:40:28,"Top stories,Thumbnails,Image pack,People also ask",50
6661,pollos rostizados near me,us,0,30,3.5,,,,super pollos,2020-09-27 03:23:56,Image pack,30
6662,child's toilet,us,0,30,0.7,,,,child sized toilets,2020-10-19 23:38:48,"Shopping results,Thumbnails,Image pack,Sitelinks",60
6663,hermes typewriters,us,0,30,0.8,,,,hermes 3000,2020-10-19 05:49:56,"Image pack,People also ask",50
6664,words that rhyme with hunter,us,0,30,0,,,,rhymes with hunter,2020-10-11 13:30:35,"People also ask,Image pack",30
6665,prince royce - la carretera,us,0,30,,,,,la carretera,2020-10-19 18:38:27,"Thumbnails,Image pack",150
6666,ut bike shop,us,26,30,,,,,utop hours,2020-09-27 05:29:42,"Top stories,Thumbnails",30
6667,us senate races,us,68,30,2,35,1.07,1.14,2020 senate elections,2020-10-03 13:15:09,"Adwords top,People also ask,Top stories,Thumbnails",70
6668,mallorca acne,us,0,30,0,,,,mallorca akne,2020-10-02 10:08:38,"Featured snippet,People also ask",350
6669,donna black ink before and after surgery,us,0,30,,,,,donna black ink before and after surgery,2020-09-24 08:40:47,People also ask,30
6670,acrylic painting nature,us,1,30,,,,,acrylic landscape paintings,2020-10-02 00:41:28,"Image pack,Top stories,Thumbnails,People also ask",100
6671,swing analysis golf,us,18,30,1.9,,,,swing analyze,2020-10-10 03:41:27,,70
6672,ham movie,us,0,30,0,,,,ham movie,2020-09-27 20:40:38,"Top stories,Thumbnails,Image pack",250
6673,mow lawn machine,us,62,30,1.4,,,,lawn mower,2020-09-21 10:32:10,"Shopping results,Thumbnails,Top stories,People also ask",40
6674,no weaknesses,us,0,30,,,,,no weaknesses,2020-10-04 00:26:27,"Thumbnails,Image pack",40
6675,portable camp fans,us,6,30,0.6,,,,camping fan,2020-09-30 03:37:39,"Top stories,Thumbnails,Image pack",30
6676,database designer tool,us,56,30,7,,,,er diagram tool,2020-10-03 06:44:38,"Featured snippet,Thumbnails,Top stories,Image pack",100
6677,hawaii cruise royal caribbean,us,2,30,1.7,,,,hawaii cruise,2020-10-02 18:21:46,"Adwords top,Sitelinks,People also ask,Top stories,Thumbnails",60
6678,homes for sale in elmwood park illinois,us,1,30,0.45,,,,elmwood park homes for sale,2020-10-06 05:52:35,Image pack,40
6679,surfer shark in wave,us,0,30,0,,,,surfer with shark in wave,2020-10-18 21:43:11,Image pack,60
6680,rice krispie nutrition facts,us,4,30,0.03,,,,rice krispies nutrition,2020-09-24 04:28:18,"Featured snippet,People also ask,Image pack,Top stories,Thumbnails",50
6681,ikea bookend,us,0,30,,,,,ikea bookends,2020-10-12 17:00:47,Image pack,40
6682,funny location,us,1,30,,,,,funny statuses,2020-09-24 13:54:58,"Image pack,People also ask,Top stories,Thumbnails",40
6683,spalding acrylic backboard,us,3,30,0.5,,,,spalding backboard,2020-10-09 22:27:51,"Top stories,Thumbnails,Image pack",40
6684,tone correcting serum mary kay,us,0,30,0.01,,,,mary kay tone correcting serum,2020-10-13 01:04:05,"Adwords top,People also ask,Top stories,Thumbnails,Image pack",50
6685,arcades for birthday parties,us,18,30,2.5,,,,arcade birthday party places,2020-09-24 16:10:40,"People also ask,Top stories,Thumbnails",30
6686,house for sale in geneva il,us,3,30,0.9,,,,homes for sale geneva il,2020-10-20 08:22:06,Sitelinks,30
6687,wall plates for cables to pass through,us,2,30,1.4,,,,hdmi wall plate,2020-09-21 18:59:18,"Shopping results,Thumbnails,Adwords top,Image pack,Top stories,Adwords bottom",40
6688,salem patch nh,us,6,30,0.09,,,,salem nh news,2020-09-21 12:34:51,"Sitelinks,Tweet box,Image pack",30
6689,dmx freestyler,us,4,30,0,,,,freestyler dmx,2020-10-16 18:47:44,"Thumbnails,People also ask,Image pack",300
6690,facebook ad break,us,22,30,,,,,facebook ad breaks,2020-10-18 05:02:09,"Adwords top,People also ask",2100
6691,spectrum fuel tanks,us,1,30,0.3,,,,spectra fuel tanks,2020-09-24 21:16:15,"Sitelinks,Image pack",30
6692,restaurants in saratoga springs ut,us,0,30,,,,,restaurants in saratoga springs utah,2020-10-08 17:23:48,,30
6693,licántropo,us,1,30,,,,,licantropia,2020-10-08 04:22:12,Featured snippet,1400
6694,other words for smoking,us,0,30,,,,,synonyms for smoking,2020-10-15 13:04:24,"Knowledge card,Sitelinks",40
6695,philadelphia hotels with indoor pool,us,0,30,,,,,cheap hotels in philadelphia with indoor pools,2020-10-16 09:18:33,Image pack,30
6696,oldey,us,0,30,0,,,,oldey,2020-10-08 04:11:35,,100
6697,best schools for optometry,us,7,30,0,,,,optometry schools,2020-10-15 16:21:23,"Featured snippet,People also ask",50
6698,violinist sarah chang,us,5,30,0.03,,,,sarah chang,2020-10-12 19:07:22,"Top stories,Thumbnails,People also ask",50
6699,national park in mexico,us,0,30,,,,,mexican national park,2020-09-26 17:34:47,"People also ask,Top stories,Thumbnails,Image pack",60
6700,j custom ibanez,us,1,30,0.3,,,,ibanez jcustom,2020-10-10 23:03:49,"Top stories,Thumbnails,Image pack",60
6701,ajuste en ingles,us,0,30,,,,,ajustes en ingles,2020-10-04 14:57:22,"Knowledge card,Image pack",150
6702,best class in world of warcraft,us,26,30,,,,,world of warcraft classes,2020-10-08 21:26:51,"Featured snippet,Thumbnails,People also ask,Top stories",50
6703,how to relieve constipation in newborn,us,46,30,,,,,constipated baby,2020-10-11 03:05:24,People also ask,90
6704,clear gelcoat,us,0,30,,,,,clear gel coat,2020-10-16 19:33:28,"People also ask,Image pack",50
6705,pearlridge gamestop,us,0,30,,,,,gamestop pearlridge,2020-10-09 11:52:42,Image pack,30
6706,tattoos in jacksonville fl,us,16,30,1.5,,,,tattoo jacksonville fl,2020-09-20 20:19:17,"Top stories,Thumbnails,Image pack",30
6707,restaurant solution,us,50,30,,,,,restaurant solutions inc,2020-10-04 04:48:12,"Top stories,Thumbnails,Image pack",40
6708,description of photography,us,12,30,1.6,,,,photographer responsibilities,2020-10-08 01:22:09,"Adwords top,Featured snippet,People also ask,Image pack",50
6709,air handler ac,us,8,30,1.4,,,,ac handlers,2020-09-22 19:19:57,"Top stories,Thumbnails,People also ask,Image pack",40
6710,stranger things cases,us,0,30,,,,,stranger things iphone case,2020-09-24 22:58:30,Image pack,40
6711,crepe myrtle plants,us,46,30,,,,,crepe myrtle,2020-10-05 18:00:42,"People also ask,Top stories,Thumbnails",50
6712,cambridge hotels mn,us,0,30,2.5,,,,cambridge mn hotels,2020-09-20 11:41:10,Image pack,40
6713,someone has my phone number,us,16,30,0,,,,how to stop someone from using my phone number,2020-09-25 08:46:41,"People also ask,Top stories,Thumbnails,Image pack",30
6714,ikea teenage engineering,us,24,30,,,,,frekvens,2020-10-05 18:13:48,"Top stories,Thumbnails,Image pack",200
6715,old male singers,us,21,30,0,,,,male singers,2020-10-16 12:24:44,"Featured snippet,Thumbnails,People also ask,Image pack",150
6716,lose weight challenge app,us,42,30,2,,,,weight loss competition with friends,2020-10-16 18:59:57,"Featured snippet,Sitelinks,People also ask",40
6717,k-beauty brands,us,26,30,,,,,korean skin care,2020-10-16 20:19:21,"People also ask,Sitelinks,Image pack",30
6718,pauly d new haircut,us,5,30,,,,,pauly d without blowout,2020-10-06 13:30:04,"Image pack,Top stories,Thumbnails",60
6719,success ralph waldo emerson quote,us,1,30,0.15,,,,ralph waldo emerson succes,2020-09-27 19:12:46,"Featured snippet,Thumbnails,Image pack,Top stories",50
6720,saugatuck mi homes for sale,us,3,30,0.7,,,,homes for sale saugatuck mi,2020-10-11 13:06:06,Image pack,30
6721,joe wilson for congress,us,28,30,0,,,,joe wilson,2020-10-14 06:21:04,"Tweet box,Top stories,Thumbnails",50
6722,condo for rent dc,us,4,30,3,,,,condo for rent in dc,2020-10-18 15:12:54,Sitelinks,30
6723,easter jordan 11,us,4,30,,,,,emerald 11,2020-10-07 05:49:02,"Image pack,Top stories,Thumbnails",30
6724,32 degrees mens jacket,us,2,30,0.04,,,,32 degrees men's down jacket with hood,2020-10-11 20:44:27,"Shopping results,Thumbnails,People also ask,Top stories,Image pack",30
6725,meaning of mandrake,us,10,30,,,,,what is a mandrake,2020-09-27 02:03:22,"Knowledge card,People also ask,Top stories,Thumbnails,Image pack",60
6726,sell a ring,us,18,30,6,,,,sell engagement ring,2020-09-27 14:11:52,"Adwords top,People also ask,Top stories,Thumbnails",60
6727,g-shock rangeman gw-9400,us,13,30,,,,,gw 9400 1,2020-10-16 20:17:07,"People also ask,Image pack",80
6728,babe in the woods crossword,us,0,30,0,16,0.49,1.08,babe in the woods crossword clue,2020-10-15 18:06:36,,40
6729,italian restaurant in medford ma,us,1,30,,,,,italian restaurants medford ma,2020-09-25 00:41:30,"Top stories,Thumbnails,Image pack",30
6730,angel crochet,us,5,30,0.3,,,,crochet angel pattern,2020-09-23 10:14:56,"Image pack,Top stories,Thumbnails",250
6731,thesaurus ending,us,4,30,,,,,ending synonym,2020-09-23 19:46:46,"Knowledge card,People also ask,Image pack",60
6732,neurologist in naples fl,us,0,30,0.7,,,,neurologist naples,2020-09-27 10:40:14,Image pack,30
6733,bmw 4351 convertible,us,3,30,1.3,,,,bmw 435i convertible,2020-10-11 18:52:54,Image pack,40
6734,independence planet fitness,us,1,30,1.2,,,,planet fitness independence mo,2020-10-13 22:20:35,"Adwords top,Image pack",30
6735,lily sugar n cream cone yarn,us,3,30,0.5,,,,cotton yarn cones,2020-10-11 11:44:17,"Image pack,Top stories,Thumbnails,Shopping results",40
6736,sanderson sisters costumes kids,us,3,30,0.4,,,,hocus pocus costume,2020-10-15 17:05:09,"Shopping results,Thumbnails,Image pack,Sitelinks,People also ask,Top stories",30
6737,north carolina boat rentals,us,9,30,0,,,,boats and yachts to rent in eastern nc,2020-09-20 06:01:26,,30
6738,saga cruise,us,10,30,,,,,saga cruises,2020-10-04 08:25:58,"People also ask,Top stories,Thumbnails,Image pack",600
6739,styles of privacy fence,us,30,30,4.5,,,,fence styles,2020-09-24 05:55:18,"Image pack,People also ask",30
6740,water recalls,us,64,30,0.07,,,,water recall,2020-10-10 07:09:21,"People also ask,Top stories,Thumbnails,Image pack",30
6741,lantern festival new york,us,11,30,2.5,,,,nyc winter lantern festival,2020-10-11 22:24:36,"Top stories,Thumbnails,Image pack",30
6742,stone city ia,us,4,30,0.1,,,,stone city iowa,2020-10-11 04:06:14,,30
6743,meditation tibetan,us,22,30,,,,,play meditative music,2020-10-20 13:21:52,Featured snippet,50
6744,medlogics,us,0,30,0,,,,medlogic,2020-09-27 21:02:16,Image pack,50
6745,fastest hoverboard in the world,us,2,30,0.3,,,,fastest hoverboard,2020-10-08 10:41:12,"Featured snippet,People also ask,Shopping results,Thumbnails",40
6746,cleanmaster apk,us,38,30,,,,,clean master,2020-10-11 18:36:24,"Top stories,Thumbnails",600
